-- phpMyAdmin SQL Dump
-- version 2.11.7
-- http://www.phpmyadmin.net
--
-- Host: localhost
-- Generation Time: Jul 10, 2008 at 12:20 PM
-- Server version: 5.0.58
-- PHP Version: 5.2.6

SET SQL_MODE="NO_AUTO_VALUE_ON_ZERO";

--
-- Database: `bender1`
--

-- --------------------------------------------------------

--
-- Table structure for table `tbl`
--

CREATE TABLE IF NOT EXISTS `tbl` (
  `id` int(11) NOT NULL auto_increment,
  `ti` int(11) NOT NULL,
  `os` tinyint(4) NOT NULL,
  `br` tinyint(4) NOT NULL,
  `cn` smallint(6) NOT NULL,
  `ip` int(11) NOT NULL,
  `ok` tinyint(4) NOT NULL,
  `sp` tinyint(4) NOT NULL default '0',
  `ma` tinyint(4) NOT NULL default '0',
  `mi` tinyint(4) NOT NULL default '0',
  UNIQUE KEY `ip` (`ip`),
  KEY `id` (`id`)
) ENGINE=MyISAM  DEFAULT CHARSET=latin1 AUTO_INCREMENT=15754 ;

--
-- Dumping data for table `tbl`
--

INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(8980, 1215592363, 2, 3, 185, 1565588994, 0, 0, 2, 15),
(8981, 1215592365, 3, 2, 77, 1298221180, 0, 0, 6, 0),
(8982, 1215592375, 2, 2, 67, -640037085, 1, 2, 6, 0),
(8983, 1215592388, 3, 2, 77, 1298538200, 0, 0, 6, 0),
(8984, 1215592401, 2, 2, 132, 1371984260, 0, 0, 7, 0),
(8985, 1215592468, 3, 2, 49, -1102846397, 1, 9, 6, 0),
(8986, 1215592483, 2, 2, 48, 2064589976, 0, 0, 7, 0),
(8987, 1215592501, 2, 2, 139, 1333654237, 1, 2, 6, 0),
(8988, 1215592512, 3, 2, 210, 973648511, 0, 0, 6, 0),
(8989, 1215592549, 3, 2, 56, -1924387550, 1, 9, 6, 0),
(8990, 1215592549, 2, 3, 99, -1018808543, 0, 0, 2, 15),
(8991, 1215592581, 2, 2, 99, 1314683844, 0, 0, 7, 0),
(8992, 1215592582, 2, 2, 67, 1477566272, 0, 0, 7, 0),
(8993, 1215592586, 2, 2, 56, 1339058022, 0, 0, 7, 0),
(8994, 1215592600, 3, 2, 67, -1046872127, 0, 0, 6, 0),
(8995, 1215592615, 2, 2, 230, -932340852, 0, 0, 7, 0),
(8996, 1215592628, 2, 2, 67, 1335034381, 0, 0, 7, 0),
(8997, 1215592637, 3, 2, 134, 1371541979, 1, 2, 6, 0),
(8998, 1215592647, 3, 2, 217, 1492384832, 0, 0, 6, 0),
(8999, 1215592652, 2, 2, 185, -704921458, 0, 0, 7, 0),
(9000, 1215592676, 2, 2, 56, -648891565, 0, 0, 7, 0),
(9001, 1215592696, 3, 2, 108, 1479899380, 0, 0, 6, 0),
(9002, 1215592707, 3, 2, 210, -562323395, 0, 0, 6, 0),
(9003, 1215592711, 3, 2, 185, -643031788, 0, 0, 6, 0),
(9004, 1215592712, 3, 2, 152, -1115398367, 0, 0, 6, 0),
(9005, 1215592714, 2, 3, 185, -1054764880, 0, 0, 2, 14),
(9006, 1215592720, 3, 2, 217, 1320038202, 0, 0, 6, 0),
(9007, 1215592766, 2, 2, 61, 1382391239, 1, 2, 6, 0),
(9008, 1215592789, 2, 2, 0, 168624236, 0, 0, 7, 0),
(9009, 1215592815, 3, 2, 15, 1534103770, 0, 0, 6, 0),
(9010, 1215592837, 2, 2, 38, 1177858348, 0, 0, 7, 0),
(9011, 1215592852, 2, 2, 67, 1466911707, 0, 0, 6, 0),
(9012, 1215592854, 1, 2, 0, -1408171972, 0, 0, 6, 0),
(9013, 1215592855, 2, 2, 174, 1345514766, 0, 0, 7, 0),
(9014, 1215592877, 2, 2, 67, 1043024529, 0, 0, 7, 0),
(9015, 1215592880, 2, 2, 225, 1276239461, 0, 0, 7, 0),
(9016, 1215592901, 2, 2, 99, 1370939952, 0, 0, 7, 0),
(9017, 1215592924, 5, 2, 217, 1492726701, 0, 0, 7, 0),
(9018, 1215592942, 3, 2, 100, 2107794899, 0, 0, 6, 0),
(9019, 1215592943, 3, 2, 217, 1491814127, 1, 2, 6, 0),
(9020, 1215592947, 2, 2, 152, -1114800925, 0, 0, 7, 0),
(9021, 1215592973, 3, 2, 56, 1418711714, 0, 0, 6, 0),
(9022, 1215592977, 2, 3, 43, -708996398, 0, 0, 2, 15),
(9023, 1215593017, 1, 2, 56, 1494168406, 1, 2, 6, 0),
(9024, 1215593023, 2, 2, 56, 1471221801, 0, 0, 7, 0),
(9025, 1215593027, 3, 2, 56, 1296082612, 0, 0, 6, 0),
(9026, 1215593029, 3, 2, 161, 1350497426, 0, 0, 6, 0),
(9027, 1215593030, 2, 2, 225, 214227434, 0, 0, 7, 0),
(9028, 1215593080, 3, 2, 230, -908885746, 0, 0, 7, 0),
(9029, 1215593082, 2, 1, 18, 1054444987, 0, 0, 9, 23),
(9030, 1215593087, 2, 3, 99, 1532118864, 0, 0, 2, 14),
(9031, 1215593088, 3, 2, 161, 1414957440, 0, 0, 6, 0),
(9032, 1215593099, 3, 2, 48, 2045446149, 0, 0, 6, 0),
(9033, 1215593132, 2, 2, 108, -712240791, 0, 0, 7, 0),
(9034, 1215593134, 3, 2, 103, -895492678, 0, 0, 6, 0),
(9035, 1215593146, 2, 2, 13, -1439437597, 0, 0, 7, 0),
(9036, 1215593149, 5, 2, 185, 1435419415, 0, 0, 7, 0),
(9037, 1215593157, 2, 2, 67, 1501668029, 0, 0, 7, 0),
(9038, 1215593176, 2, 2, 74, 1456779411, 0, 0, 7, 0),
(9039, 1215593184, 2, 2, 67, 1332596728, 0, 0, 7, 0),
(9040, 1215593185, 5, 2, 185, -710198878, 0, 0, 7, 0),
(9041, 1215593194, 2, 2, 139, 1293782420, 0, 0, 6, 0),
(9042, 1215593225, 3, 2, 67, 1396180678, 0, 0, 6, 0),
(9043, 1215593228, 1, 2, 103, 1985967075, 1, 2, 6, 0),
(9044, 1215593240, 3, 2, 67, -717431902, 0, 0, 6, 0),
(9045, 1215593253, 2, 3, 31, -1117255494, 0, 0, 2, 15),
(9046, 1215593255, 2, 2, 67, 1394879199, 0, 0, 6, 0),
(9047, 1215593258, 2, 2, 108, 1354197674, 0, 0, 7, 0),
(9048, 1215593260, 5, 2, 185, 1522337808, 0, 0, 7, 0),
(9049, 1215593279, 3, 2, 103, 2057559538, 0, 0, 6, 0),
(9050, 1215593287, 3, 2, 48, -558474180, 0, 0, 6, 0),
(9051, 1215593294, 3, 2, 185, 1334776445, 1, 2, 6, 0),
(9052, 1215593314, 3, 2, 67, 1394707558, 0, 0, 6, 0),
(9053, 1215593315, 2, 3, 103, 2057939562, 0, 0, 2, 11),
(9054, 1215593317, 3, 2, 48, 976323578, 0, 0, 6, 0),
(9055, 1215593320, 2, 2, 99, -1019729038, 0, 0, 7, 0),
(9056, 1215593323, 3, 2, 152, -1111530574, 0, 0, 6, 0),
(9057, 1215593326, 5, 4, 103, 2096996660, 0, 0, 0, 0),
(9058, 1215593367, 2, 3, 99, 1532109102, 0, 0, 2, 15),
(9059, 1215593370, 2, 1, 185, 1506847778, 0, 0, 8, 50),
(9060, 1215593379, 2, 2, 56, 1350727989, 0, 0, 7, 0),
(9061, 1215593385, 2, 2, 48, 1029161149, 0, 0, 7, 0),
(9062, 1215593389, 2, 2, 67, 1361170665, 0, 0, 7, 0),
(9063, 1215593399, 3, 2, 13, -1103930233, 0, 0, 6, 0),
(9064, 1215593400, 3, 2, 56, 1311777841, 0, 0, 6, 0),
(9065, 1215593416, 2, 2, 67, 1474127680, 0, 0, 7, 0),
(9066, 1215593443, 2, 2, 67, 1429339919, 0, 0, 7, 0),
(9067, 1215593480, 2, 2, 222, -709177626, 0, 0, 7, 0),
(9068, 1215593486, 3, 2, 56, 1527609702, 0, 0, 6, 0),
(9069, 1215593504, 3, 2, 49, -907752614, 0, 0, 7, 0),
(9070, 1215593520, 2, 3, 185, 1531770210, 0, 0, 2, 15),
(9071, 1215593556, 3, 2, 15, 1043300560, 0, 0, 6, 0),
(9072, 1215593558, 2, 2, 0, -1092435026, 0, 0, 7, 0),
(9073, 1215593561, 2, 4, 48, 2105075190, 0, 0, 0, 0),
(9074, 1215593564, 2, 2, 99, 1348645898, 0, 0, 7, 0),
(9075, 1215593568, 3, 2, 74, 1375232549, 0, 0, 6, 0),
(9076, 1215593569, 3, 2, 153, 1009916550, 0, 0, 6, 0),
(9077, 1215593577, 2, 2, 210, 2098944595, 0, 0, 7, 0),
(9078, 1215593587, 3, 2, 0, -1062730839, 0, 0, 6, 0),
(9079, 1215593590, 3, 2, 217, 1320349735, 1, 3, 6, 0),
(9080, 1215593596, 2, 2, 134, 704214262, 0, 0, 7, 0),
(9081, 1215593603, 3, 2, 225, -665873536, 0, 0, 6, 0),
(9082, 1215593607, 3, 2, 179, 1385954015, 0, 0, 6, 0),
(9083, 1215593617, 5, 2, 99, -706823406, 0, 0, 7, 0),
(9084, 1215593644, 2, 3, 99, 1314702638, 0, 0, 2, 15),
(9085, 1215593664, 3, 2, 152, -1110635827, 0, 0, 6, 0),
(9086, 1215593670, 5, 2, 191, 1441022233, 0, 0, 7, 0),
(9087, 1215593686, 2, 2, 185, -1014507662, 0, 0, 7, 0),
(9088, 1215593693, 2, 2, 152, -1114931098, 0, 0, 7, 0),
(9089, 1215593698, 3, 2, 103, 2079165615, 0, 0, 6, 0),
(9090, 1215593753, 3, 2, 108, 1326302044, 0, 0, 6, 0),
(9091, 1215593761, 3, 2, 61, 702353525, 0, 0, 6, 0),
(9092, 1215593798, 3, 2, 67, 1396017304, 0, 0, 6, 0),
(9093, 1215593806, 5, 2, 185, 1402278730, 0, 0, 7, 0),
(9094, 1215593816, 3, 2, 134, -1005788816, 0, 0, 6, 0),
(9095, 1215593825, 2, 2, 225, -658372024, 0, 0, 7, 0),
(9096, 1215593826, 3, 2, 67, 1417492121, 0, 0, 6, 0),
(9097, 1215593829, 3, 2, 48, 2071332765, 0, 0, 6, 0),
(9098, 1215593845, 2, 2, 56, 1467721943, 1, 2, 6, 0),
(9099, 1215593849, 3, 2, 99, -1019738329, 0, 0, 6, 0),
(9100, 1215593857, 3, 2, 77, 1365845715, 0, 0, 6, 0),
(9101, 1215593863, 2, 1, 222, -641298482, 0, 0, 9, 26),
(9102, 1215593925, 2, 2, 56, -638990607, 0, 0, 7, 0),
(9103, 1215593956, 2, 1, 185, 1315632034, 0, 0, 9, 21),
(9104, 1215593956, 2, 2, 13, -1100840335, 0, 0, 7, 0),
(9105, 1215593962, 3, 2, 185, 1474568043, 0, 0, 6, 0),
(9106, 1215593985, 3, 2, 185, 1433477271, 0, 0, 6, 0),
(9107, 1215593987, 2, 2, 152, -1112843537, 0, 0, 7, 0),
(9108, 1215593987, 3, 2, 56, 1481560252, 0, 0, 6, 0),
(9109, 1215593990, 3, 2, 67, 1477363975, 0, 0, 6, 0),
(9110, 1215593998, 3, 2, 13, -906128068, 1, 2, 6, 0),
(9111, 1215594037, 5, 2, 99, 1385018756, 0, 0, 7, 0),
(9112, 1215594048, 2, 2, 152, -933305900, 0, 0, 7, 0),
(9113, 1215594068, 3, 2, 222, 1550961592, 1, 2, 6, 0),
(9114, 1215594083, 3, 2, 225, 1658541578, 1, 3, 6, 0),
(9115, 1215594093, 2, 4, 185, 1551724636, 0, 0, 0, 0),
(9116, 1215594113, 2, 2, 210, 1991153657, 0, 0, 7, 0),
(9117, 1215594119, 1, 2, 103, 1985953815, 1, 3, 6, 0),
(9118, 1215594127, 3, 2, 103, 2057463631, 0, 0, 6, 0),
(9119, 1215594131, 3, 2, 225, 1182266365, 0, 0, 6, 0),
(9120, 1215594136, 5, 4, 43, 1397541965, 0, 0, 0, 0),
(9121, 1215594138, 2, 2, 77, 1452122672, 0, 0, 7, 0),
(9122, 1215594179, 2, 2, 99, 1532168685, 1, 2, 6, 0),
(9123, 1215594182, 2, 2, 67, 1474075377, 0, 0, 7, 0),
(9124, 1215594182, 2, 1, 185, 1505686867, 0, 0, 9, 23),
(9125, 1215594196, 2, 2, 56, 1437766913, 0, 0, 7, 0),
(9126, 1215594211, 3, 2, 67, 1344694129, 0, 0, 6, 0),
(9127, 1215594216, 3, 2, 56, 1471433823, 0, 0, 6, 0),
(9128, 1215594220, 2, 2, 101, 1445525385, 0, 0, 7, 0),
(9129, 1215594226, 2, 2, 230, -1102187694, 0, 0, 7, 0),
(9130, 1215594231, 1, 2, 56, 1304059295, 0, 0, 6, 0),
(9131, 1215594237, 3, 2, 134, -993081458, 0, 0, 6, 0),
(9132, 1215594251, 3, 2, 56, -710393649, 0, 0, 6, 0),
(9133, 1215594262, 2, 4, 77, 1376433369, 0, 0, 0, 0),
(9134, 1215594294, 3, 2, 48, -590827069, 0, 0, 6, 0),
(9135, 1215594298, 3, 2, 48, -565038238, 1, 3, 6, 0),
(9136, 1215594299, 2, 2, 152, -1114039372, 0, 0, 6, 0),
(9137, 1215594302, 3, 2, 67, 1361148361, 1, 2, 6, 0),
(9138, 1215594316, 3, 2, 217, 1492968792, 0, 0, 6, 0),
(9139, 1215594337, 2, 2, 161, -1858773084, 0, 0, 7, 0),
(9140, 1215594345, 3, 2, 108, -1758386278, 0, 0, 6, 0),
(9141, 1215594353, 2, 2, 99, 1333313170, 0, 0, 7, 0),
(9142, 1215594384, 3, 2, 0, 1550058473, 0, 0, 6, 0),
(9143, 1215594390, 2, 2, 99, -711101482, 0, 0, 7, 0),
(9144, 1215594409, 3, 2, 174, 1337509448, 0, 0, 6, 0),
(9145, 1215594411, 1, 2, 103, 996038951, 0, 0, 6, 0),
(9146, 1215594413, 5, 2, 77, 1365976528, 0, 0, 7, 0),
(9147, 1215594422, 2, 2, 56, 1530685227, 0, 0, 7, 0),
(9148, 1215594434, 2, 4, 174, 1393023258, 0, 0, 0, 0),
(9149, 1215594444, 2, 1, 185, 1504862621, 0, 0, 9, 23),
(9150, 1215594453, 2, 2, 31, -916698476, 0, 0, 7, 0),
(9151, 1215594458, 5, 2, 77, -651389704, 0, 0, 7, 0),
(9152, 1215594463, 2, 2, 99, 1490154996, 0, 0, 7, 0),
(9153, 1215594479, 2, 4, 99, -1042277374, 0, 0, 0, 0),
(9154, 1215594500, 2, 2, 48, 2069988481, 0, 0, 7, 0),
(9155, 1215594521, 3, 2, 230, -1102303642, 0, 0, 6, 0),
(9156, 1215594529, 2, 2, 13, -1103913788, 0, 0, 6, 0),
(9157, 1215594536, 2, 2, 56, 1470431093, 1, 2, 6, 0),
(9158, 1215594540, 3, 2, 134, 704215167, 0, 0, 6, 0),
(9159, 1215594551, 2, 1, 185, 1536685181, 0, 0, 8, 50),
(9160, 1215594562, 2, 2, 56, 1418855808, 0, 0, 6, 0),
(9161, 1215594586, 3, 2, 56, 1292426141, 0, 0, 6, 0),
(9162, 1215594592, 3, 2, 22, -1039647106, 1, 3, 6, 0),
(9163, 1215594609, 3, 2, 134, -992385321, 1, 5, 6, 0),
(9164, 1215594624, 3, 2, 77, 1298376621, 0, 0, 6, 0),
(9165, 1215594639, 3, 2, 103, -757705335, 0, 0, 6, 0),
(9166, 1215594654, 3, 2, 102, 1539376463, 1, 2, 6, 0),
(9167, 1215594660, 2, 2, 13, -906102583, 0, 0, 7, 0),
(9168, 1215594680, 2, 2, 56, 1401359905, 0, 0, 7, 0),
(9169, 1215594696, 2, 2, 108, 1354197619, 0, 0, 7, 0),
(9170, 1215594744, 2, 2, 210, 2098868997, 0, 0, 7, 0),
(9171, 1215594770, 2, 2, 77, 1329804421, 0, 0, 7, 0),
(9172, 1215594787, 3, 2, 134, 1371565266, 1, 4, 6, 0),
(9173, 1215594819, 2, 2, 48, 1964790628, 0, 0, 7, 0),
(9174, 1215594823, 2, 2, 77, 1049153095, 0, 0, 7, 0),
(9175, 1215594842, 2, 2, 67, 1474139753, 1, 3, 7, 0),
(9176, 1215594850, 3, 2, 185, -1048836252, 1, 2, 6, 0),
(9177, 1215594856, 3, 2, 56, 1351406828, 0, 0, 6, 0),
(9178, 1215594875, 3, 2, 67, 1306545229, 0, 0, 6, 0),
(9179, 1215594902, 3, 2, 13, -906193306, 0, 0, 6, 0),
(9180, 1215594911, 2, 2, 108, 1459854668, 0, 0, 7, 0),
(9181, 1215594916, 2, 2, 102, -728790849, 0, 0, 7, 0),
(9182, 1215594929, 3, 2, 56, 1464765621, 0, 0, 6, 0),
(9183, 1215594930, 3, 2, 67, 1394939206, 0, 0, 6, 0),
(9184, 1215594933, 3, 2, 13, -934895545, 0, 0, 6, 0),
(9185, 1215594970, 2, 2, 174, 1393812442, 0, 0, 7, 0),
(9186, 1215594984, 3, 2, 46, -970383350, 1, 3, 6, 0),
(9187, 1215595005, 3, 2, 48, 1026909534, 0, 0, 6, 0),
(9188, 1215595006, 3, 2, 67, 1414301520, 0, 0, 6, 0),
(9189, 1215595022, 2, 2, 13, -1095857724, 0, 0, 7, 0),
(9190, 1215595024, 2, 3, 222, -706278641, 0, 0, 2, 15),
(9191, 1215595034, 5, 4, 222, 1539680712, 0, 0, 0, 0),
(9192, 1215595040, 3, 2, 185, -706032990, 0, 0, 6, 0),
(9193, 1215595041, 2, 2, 13, -1095654263, 0, 0, 6, 0),
(9194, 1215595045, 2, 2, 48, -558562983, 0, 0, 7, 0),
(9195, 1215595050, 2, 2, 49, -1102844481, 0, 0, 7, 0),
(9196, 1215595060, 2, 3, 99, 1432004957, 0, 0, 2, 15),
(9197, 1215595076, 2, 2, 67, 1361282191, 1, 2, 6, 0),
(9198, 1215595107, 5, 3, 99, 1348694063, 0, 0, 2, 15),
(9199, 1215595111, 2, 3, 222, -1015930944, 0, 0, 2, 13),
(9200, 1215595113, 3, 2, 56, 1303765739, 0, 0, 6, 0),
(9201, 1215595123, 2, 2, 56, 1351034151, 1, 2, 6, 0),
(9202, 1215595132, 3, 2, 67, 1477424697, 0, 0, 7, 0),
(9203, 1215595146, 2, 2, 0, -1092467444, 0, 0, 7, 0),
(9204, 1215595151, 2, 2, 67, 1429770050, 1, 7, 7, 0),
(9205, 1215595155, 2, 2, 56, 1353384990, 0, 0, 7, 0),
(9206, 1215595155, 5, 4, 225, 1286393236, 0, 0, 0, 0),
(9207, 1215595166, 2, 2, 152, -1112962920, 0, 0, 7, 0),
(9208, 1215595166, 2, 2, 56, 1437615630, 0, 0, 7, 0),
(9209, 1215595191, 3, 2, 108, 1460012605, 0, 0, 6, 0),
(9210, 1215595199, 3, 2, 56, 1413225582, 0, 0, 6, 0),
(9211, 1215595214, 3, 2, 103, 1969256609, 1, 2, 6, 0),
(9212, 1215595225, 2, 2, 152, -1114872835, 0, 0, 7, 0),
(9213, 1215595245, 3, 2, 56, 1312098763, 0, 0, 6, 0),
(9214, 1215595258, 3, 2, 0, 167909816, 0, 0, 6, 0),
(9215, 1215595275, 3, 2, 67, 1395395736, 0, 0, 6, 0),
(9216, 1215595285, 3, 2, 185, -705497897, 0, 0, 6, 0),
(9217, 1215595288, 3, 2, 99, 1409321574, 0, 0, 6, 0),
(9218, 1215595288, 3, 2, 103, 1975943458, 0, 0, 6, 0),
(9219, 1215595305, 2, 2, 77, 1523404814, 0, 0, 7, 0),
(9220, 1215595313, 2, 2, 13, -1092499468, 0, 0, 7, 0),
(9221, 1215595317, 3, 2, 152, -914392864, 0, 0, 6, 0),
(9222, 1215595322, 2, 3, 103, 1001893643, 0, 0, 2, 2),
(9223, 1215595336, 1, 2, 225, -961295286, 0, 0, 6, 0),
(9224, 1215595352, 2, 3, 99, 1502045573, 0, 0, 2, 15),
(9225, 1215595354, 2, 2, 185, 1436494110, 0, 0, 7, 0),
(9226, 1215595373, 3, 2, 230, -1102548320, 1, 3, 6, 0),
(9227, 1215595379, 2, 2, 101, 1494437838, 0, 0, 7, 0),
(9228, 1215595383, 2, 2, 222, 1310267653, 0, 0, 6, 0),
(9229, 1215595384, 2, 2, 77, 1329821339, 0, 0, 7, 0),
(9230, 1215595405, 2, 2, 134, 704200764, 1, 3, 7, 0),
(9231, 1215595423, 3, 2, 56, -648042481, 0, 0, 6, 0),
(9232, 1215595431, 2, 2, 49, -1102967998, 0, 0, 7, 0),
(9233, 1215595453, 3, 2, 152, -1113700281, 0, 0, 6, 0),
(9234, 1215595458, 2, 2, 13, -1103911330, 0, 0, 6, 0),
(9235, 1215595473, 2, 3, 222, 1490452010, 0, 0, 2, 13),
(9236, 1215595473, 2, 3, 16, 2054084139, 0, 0, 2, 15),
(9237, 1215595482, 3, 2, 13, -1106077863, 0, 0, 6, 0),
(9238, 1215595499, 3, 2, 0, -1408171230, 0, 0, 6, 0),
(9239, 1215595503, 2, 2, 77, 1329801017, 0, 0, 7, 0),
(9240, 1215595513, 3, 2, 13, -906204258, 0, 0, 6, 0),
(9241, 1215595517, 2, 2, 148, 1441322944, 0, 0, 7, 0),
(9242, 1215595526, 3, 2, 185, 1559471744, 0, 0, 6, 0),
(9243, 1215595543, 3, 2, 103, 996085915, 1, 2, 6, 0),
(9244, 1215595548, 2, 2, 56, 1427169335, 1, 2, 6, 0),
(9245, 1215595554, 2, 3, 99, 1348691459, 0, 0, 2, 15),
(9246, 1215595565, 2, 2, 67, -718993316, 0, 0, 7, 0),
(9247, 1215595580, 2, 2, 225, -775609030, 0, 0, 7, 0),
(9248, 1215595615, 2, 2, 185, -715848686, 0, 0, 7, 0),
(9249, 1215595685, 2, 2, 13, -1103975063, 0, 0, 7, 0),
(9250, 1215595707, 2, 2, 225, 1182663340, 0, 0, 7, 0),
(9251, 1215595708, 2, 2, 67, 1344181888, 0, 0, 7, 0),
(9252, 1215595709, 3, 2, 0, 171245842, 0, 0, 6, 0),
(9253, 1215595714, 3, 2, 152, -1113518076, 0, 0, 7, 0),
(9254, 1215595723, 3, 2, 13, -931817833, 0, 0, 6, 0),
(9255, 1215595728, 3, 2, 56, 1311770635, 0, 0, 6, 0),
(9256, 1215595731, 3, 2, 99, 1409464669, 0, 0, 6, 0),
(9257, 1215595732, 1, 2, 108, 1349018953, 0, 0, 6, 0),
(9258, 1215595737, 3, 2, 152, -1115681305, 0, 0, 6, 0),
(9259, 1215595767, 3, 2, 99, 1409287238, 0, 0, 6, 0),
(9260, 1215595792, 3, 2, 179, 1507261666, 1, 3, 6, 0),
(9261, 1215595797, 2, 3, 24, 1467563681, 0, 0, 2, 15),
(9262, 1215595801, 2, 2, 185, 1403479169, 0, 0, 7, 0),
(9263, 1215595801, 3, 2, 111, 2077945098, 0, 0, 6, 0),
(9264, 1215595803, 2, 3, 103, 2057786749, 0, 0, 2, 15),
(9265, 1215595810, 1, 2, 0, 168427741, 0, 0, 6, 0),
(9266, 1215595833, 2, 2, 185, 1433477168, 0, 0, 6, 0),
(9267, 1215595833, 3, 2, 108, 1327384286, 0, 0, 6, 0),
(9268, 1215595869, 3, 2, 185, 1506854948, 0, 0, 6, 0),
(9269, 1215595870, 3, 2, 61, 701008743, 1, 5, 6, 0),
(9270, 1215595871, 3, 2, 185, -711676821, 0, 0, 6, 0),
(9271, 1215595872, 2, 2, 185, -1016941950, 0, 0, 7, 0),
(9272, 1215595911, 2, 2, 152, -1111529560, 0, 0, 7, 0),
(9273, 1215595948, 4, 2, 225, 1094151864, 0, 0, 7, 0),
(9274, 1215595948, 4, 2, 225, 1094151743, 0, 0, 7, 0),
(9275, 1215595958, 2, 2, 99, 1384353241, 0, 0, 7, 0),
(9276, 1215595965, 2, 2, 67, 1501663836, 0, 0, 7, 0),
(9277, 1215595979, 2, 2, 225, 1648369306, 0, 0, 7, 0),
(9278, 1215595981, 3, 2, 103, 1001702526, 1, 2, 6, 0),
(9279, 1215595998, 2, 2, 31, -1121344841, 0, 0, 7, 0),
(9280, 1215596008, 2, 2, 225, 1205933777, 0, 0, 7, 0),
(9281, 1215596024, 2, 2, 225, 1116134731, 0, 0, 7, 0),
(9282, 1215596042, 3, 2, 56, 1304328009, 0, 0, 6, 0),
(9283, 1215596082, 2, 2, 48, 2064176795, 0, 0, 7, 0),
(9284, 1215596090, 2, 2, 225, -959729745, 0, 0, 7, 0),
(9285, 1215596096, 2, 2, 56, 1413351304, 0, 0, 7, 0),
(9286, 1215596098, 3, 2, 174, -1022830577, 0, 0, 6, 0),
(9287, 1215596121, 2, 2, 61, 702353742, 0, 0, 7, 0),
(9288, 1215596124, 3, 2, 67, 1477758411, 0, 0, 6, 0),
(9289, 1215596127, 3, 2, 120, 1050060689, 0, 0, 6, 0),
(9290, 1215596135, 2, 2, 67, 1501660728, 0, 0, 7, 0),
(9291, 1215596136, 2, 1, 185, 1332735595, 0, 0, 9, 21),
(9292, 1215596137, 2, 3, 132, 1314191888, 0, 0, 2, 15),
(9293, 1215596152, 2, 2, 13, -931500180, 0, 0, 7, 0),
(9294, 1215596155, 3, 2, 99, 1501827200, 1, 2, 6, 0),
(9295, 1215596156, 1, 4, 102, -1034233655, 0, 0, 0, 0),
(9296, 1215596162, 3, 2, 179, 1411859291, 1, 2, 6, 0),
(9297, 1215596166, 3, 2, 67, 1395076844, 1, 2, 6, 0),
(9298, 1215596173, 3, 2, 134, -993108442, 0, 0, 6, 0),
(9299, 1215596176, 3, 2, 67, 1429881126, 0, 0, 6, 0),
(9300, 1215596185, 2, 2, 185, 1565563029, 0, 0, 7, 0),
(9301, 1215596185, 2, 3, 185, 1311035202, 0, 0, 2, 15),
(9302, 1215596187, 3, 2, 0, 171705742, 0, 0, 6, 0),
(9303, 1215596213, 3, 2, 56, 1528220155, 0, 0, 6, 0),
(9304, 1215596214, 2, 2, 210, 2098945064, 0, 0, 7, 0),
(9305, 1215596231, 5, 2, 179, 1442027195, 0, 0, 7, 0),
(9306, 1215596233, 2, 2, 192, 1947084214, 0, 0, 7, 0),
(9307, 1215596234, 2, 2, 15, -1014993640, 0, 0, 7, 0),
(9308, 1215596251, 3, 2, 99, 1409305768, 0, 0, 6, 0),
(9309, 1215596280, 2, 2, 131, 1518414034, 1, 3, 6, 0),
(9310, 1215596308, 2, 2, 153, 2081258858, 1, 2, 6, 0),
(9311, 1215596310, 3, 2, 194, 1318659650, 0, 0, 6, 0),
(9312, 1215596319, 3, 2, 134, -993099046, 1, 2, 6, 0),
(9313, 1215596321, 2, 2, 13, -1104145298, 0, 0, 7, 0),
(9314, 1215596321, 2, 2, 134, 704263362, 0, 0, 7, 0),
(9315, 1215596359, 3, 2, 56, 1437609583, 0, 0, 6, 0),
(9316, 1215596364, 5, 1, 185, 1500322188, 0, 0, 9, 27),
(9317, 1215596415, 2, 2, 56, 1292136353, 0, 0, 7, 0),
(9318, 1215596422, 2, 2, 43, 1508676704, 0, 0, 7, 0),
(9319, 1215596423, 2, 2, 4, 1449259122, 0, 0, 7, 0),
(9320, 1215596431, 3, 2, 46, -1101867715, 0, 0, 6, 0),
(9321, 1215596436, 2, 2, 108, 1379097734, 0, 0, 7, 0),
(9322, 1215596437, 2, 1, 185, 1505685720, 0, 0, 9, 23),
(9323, 1215596442, 2, 2, 46, -908161939, 0, 0, 7, 0),
(9324, 1215596450, 2, 1, 227, 1412842506, 0, 0, 9, 10),
(9325, 1215596463, 2, 1, 222, -1047898886, 0, 0, 9, 51),
(9326, 1215596467, 2, 2, 152, -1114300616, 0, 0, 7, 0),
(9327, 1215596486, 2, 1, 222, 1360581636, 0, 0, 9, 50),
(9328, 1215596507, 2, 2, 185, 1531709359, 0, 0, 7, 0),
(9329, 1215596510, 2, 1, 185, -706450658, 0, 0, 9, 10),
(9330, 1215596511, 2, 2, 13, -1092520358, 0, 0, 7, 0),
(9331, 1215596517, 2, 2, 152, -933484606, 0, 0, 6, 0),
(9332, 1215596539, 2, 2, 22, 1427919136, 0, 0, 7, 0),
(9333, 1215596546, 3, 2, 0, -1062731507, 1, 4, 6, 0),
(9334, 1215596552, 2, 2, 225, 1189931010, 0, 0, 7, 0),
